,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,description
284,238,Smoochum,Kussilla,ムチュール (Muchul),2,0,0,0,Kiss Pokémon,2,Ice,Psychic,0.4,6.0,3,Oblivious,Forewarn,Hydration,305,45,30,15,85,65,65,45,70,61,Medium Fast,1,Undiscovered,,0.0,25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,"It tests everything by touching with its lips, which remember what it likes and dislikes."
285,239,Elekid,Elekid,エレキッド (Elekid),2,0,0,0,Electric Pokémon,1,Electric,,0.6,23.5,2,Static,,Vital Spirit,360,45,63,37,65,55,95,45,70,72,Medium Fast,1,Undiscovered,,75.0,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"A weak electric current flows between its horns. Sticking a hand there shocks the unwary."
286,240,Magby,Magby,ブビィ (Buby),2,0,0,0,Live Coal Pokémon,1,Fire,,0.7,21.4,2,Flame Body,,Vital Spirit,365,45,75,37,70,55,83,45,70,73,Medium Fast,1,Undiscovered,,75.0,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"Its magma-like blood circulates throughout its body. Its body’s heat can top 1,100 degrees F."
287,241,Miltank,Miltank,ミルタンク (Miltank),2,0,0,0,Milk Cow Pokémon,1,Normal,,1.2,75.5,3,Thick Fat,Scrappy,Sap Sipper,490,95,80,105,40,70,100,45,70,172,Slow,1,Field,,0.0,20,1,0.5,1,1,1,0.5,2,1,1,1,1,1,1,0,1,1,1,1,"It is said that kids who drink Miltank’s milk grow up to become hearty, healthy adults."
288,242,Blissey,Heiteira,ハピナス (Happinas),2,0,0,0,Happiness Pokémon,1,Normal,,1.5,46.8,3,Natural Cure,Serene Grace,Healer,540,255,10,10,75,135,55,30,140,608,Fast,1,Fairy,,0.0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone."
289,243,Raikou,Raikou,ライコウ (Raikou),2,1,0,0,Thunder Pokémon,1,Electric,,1.9,178.0,2,Pressure,,Inner Focus,580,90,85,75,115,100,115,3,35,261,Slow,1,Undiscovered,,,80,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"It is said to have fallen with lightning. It can fire thunderbolts from the rain clouds on its back."
290,244,Entei,Entei,エンテイ (Entei),2,1,0,0,Volcano Pokémon,1,Fire,,2.1,198.0,2,Pressure,,Inner Focus,580,115,115,85,90,75,100,3,35,261,Slow,1,Undiscovered,,,80,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"It is said that when it roars, a volcano erupts somewhere around the globe."
291,245,Suicune,Suicune,スイクン (Suicune),2,1,0,0,Aurora Pokémon,1,Water,,2.0,187.0,2,Pressure,,Inner Focus,580,100,75,115,90,115,85,3,35,261,Slow,1,Undiscovered,,,80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"It races around the world to purify fouled water. It dashes away with the north wind."
292,246,Larvitar,Larvitar,ヨーギラス (Yogiras),2,0,0,0,Rock Skin Pokémon,2,Rock,Ground,0.6,72.0,2,Guts,,Sand Veil,300,50,64,50,45,50,41,45,35,60,Slow,1,Monster,,50.0,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"A Pokémon that eats soil. Once it has eaten a large mountain, it goes to sleep so it can grow."
293,247,Pupitar,Pupitar,サナギラス (Sanagiras),2,0,0,0,Hard Shell Pokémon,2,Rock,Ground,1.2,152.0,1,Shed Skin,,,410,70,84,70,65,70,51,45,35,144,Slow,1,Monster,,50.0,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,"Its body is as hard as bedrock. By venting pressurized gas, it can launch itself like a rocket."
294,248,Tyranitar,Despotar,バンギラス (Bangiras),2,0,0,0,Armor Pokémon,2,Rock,Dark,2.0,202.0,2,Sand Stream,,Unnerve,600,100,134,110,95,100,61,45,35,270,Slow,1,Monster,,50.0,40,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
296,249,Lugia,Lugia,ルギア (Lugia),2,0,1,0,Diving Pokémon,2,Psychic,Flying,5.2,216.0,2,Pressure,,Multiscale,680,106,90,130,90,154,110,3,0,306,Slow,1,Undiscovered,,,120,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"It sleeps in a deep-sea trench. If it flaps its wings, it is said to cause a 40-day storm."
297,250,Ho-oh,Ho-Oh,ホウオウ (Houou),2,0,1,0,Rainbow Pokémon,2,Fire,Flying,3.8,199.0,2,Pressure,,Regenerator,680,106,130,90,110,154,90,3,0,306,Slow,1,Undiscovered,,,120,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,"Its feathers are in seven colors. It is said that anyone seeing it is promised eternal happiness."
298,251,Celebi,Celebi,セレビィ (Celebi),2,0,0,1,Time Travel Pokémon,2,Psychic,Grass,0.6,5.0,1,Natural Cure,,,600,100,100,100,100,100,100,45,100,270,Medium Slow,1,Undiscovered,,,120,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,"It has the power to travel across time, but it is said to appear only in peaceful times."
299,252,Treecko,Geckarbor,キモリ (Kimori),3,0,0,0,Wood Gecko Pokémon,1,Grass,,0.5,5.0,2,Overgrow,,Unburden,310,40,45,35,65,55,70,45,70,62,Medium Slow,2,Dragon,Monster,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
300,253,Grovyle,Reptain,ジュプトル (Juptile),3,0,0,0,Wood Gecko Pokémon,1,Grass,,0.9,21.6,2,Overgrow,,Unburden,405,50,65,45,85,65,95,45,70,142,Medium Slow,2,Dragon,Monster,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"It lives in dense jungles. While  closing in on its prey, it leaps from branch to branch."
301,254,Sceptile,Gewaldro,ジュカイン (Jukain),3,0,0,0,Forest Pokémon,1,Grass,,1.7,52.2,2,Overgrow,,Unburden,530,70,85,65,105,85,120,45,70,239,Medium Slow,2,Dragon,Monster,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"The leaves that grow on its arms can slice down thick trees. It is without peer in jungle combat."
303,255,Torchic,Flemmli,アチャモ (Achamo),3,0,0,0,Chick Pokémon,1,Fire,,0.4,2.5,2,Blaze,,Speed Boost,310,45,60,40,70,50,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees F."
304,256,Combusken,Jungglut,ワカシャモ (Wakasyamo),3,0,0,0,Young Fowl Pokémon,2,Fire,Fighting,0.9,19.5,2,Blaze,,Speed Boost,405,60,85,60,85,60,55,45,70,142,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,"Its kicking mastery lets it loose 10 kicks per second. It emits sharp cries to intimidate foes."
305,257,Blaziken,Lohgock,バシャーモ (Bursyamo),3,0,0,0,Blaze Pokémon,2,Fire,Fighting,1.9,52.0,2,Blaze,,Speed Boost,530,80,120,70,110,70,80,45,70,239,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
307,258,Mudkip,Hydropi,ミズゴロウ (Mizugorou),3,0,0,0,Mud Fish Pokémon,1,Water,,0.4,7.6,2,Torrent,,Damp,310,50,70,50,50,50,40,45,70,62,Medium Slow,2,Monster,Water 1,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"To alert it, the fin on its head senses the flow of water. It has the strength to heft boulders."
308,259,Marshtomp,Moorabbel,ヌマクロー (Numacraw),3,0,0,0,Mud Fish Pokémon,2,Water,Ground,0.7,28.0,2,Torrent,,Damp,405,70,85,70,60,70,50,45,70,142,Medium Slow,2,Monster,Water 1,87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep."
309,260,Swampert,Sumpex,ラグラージ (Laglarge),3,0,0,0,Mud Fish Pokémon,2,Water,Ground,1.5,81.9,2,Torrent,,Damp,535,100,110,90,85,90,60,45,70,241,Medium Slow,2,Monster,Water 1,87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"It can swim while towing a large ship. It bashes down foes with a swing of its thick arms."
311,261,Poochyena,Fiffyen,ポチエナ (Pochiena),3,0,0,0,Bite Pokémon,1,Dark,,0.5,13.6,3,Run Away,Quick Feet,Rattled,220,35,55,35,30,30,35,255,70,56,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted."
312,262,Mightyena,Magnayen,グラエナ (Graena),3,0,0,0,Bite Pokémon,1,Dark,,1.0,37.0,3,Intimidate,Quick Feet,Moxie,420,70,90,70,60,60,70,127,70,147,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"It chases down prey in a pack. It will never disobey the commands of a skilled Trainer."
313,263,Zigzagoon,Zigzachs,ジグザグマ (Jiguzaguma),3,0,0,0,TinyRaccoon Pokémon,1,Normal,,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"It walks in zigzag fashion. It is good at finding items in the grass and even in the ground."
315,264,Linoone,Geradaks,マッスグマ (Massuguma),3,0,0,0,Rushing Pokémon,1,Normal,,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,90.0,70.0,147.0,Medium Fast,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails."
317,265,Wurmple,Waumpel,ケムッソ (Kemusso),3,0,0,0,Worm Pokémon,1,Bug,,0.3,3.6,2,Shield Dust,,Run Away,195,45,45,35,20,30,20,255,70,56,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"Often targeted by bird Pokémon, it desperately resists by releasing poison from its tail spikes."
318,266,Silcoon,Schaloko,カラサリス (Karasalis),3,0,0,0,Cocoon Pokémon,1,Bug,,0.6,10.0,1,Shed Skin,,,205,50,35,55,25,25,15,120,70,72,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"It wraps silk around the branches of a tree. It drinks rainwater on its silk while awaiting evolution."
319,267,Beautifly,Papinella,アゲハント (Agehunt),3,0,0,0,Butterfly Pokémon,2,Bug,Flying,1.0,28.4,2,Swarm,,Rivalry,395,60,70,50,100,50,65,45,70,178,Medium Fast,1,Bug,,50.0,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,"Despite its looks, it is aggressive. It jabs with its long, thin mouth if disturbed while collecting pollen."
320,268,Cascoon,Panekon,マユルド (Mayuld),3,0,0,0,Cocoon Pokémon,1,Bug,,0.7,11.5,1,Shed Skin,,,205,50,35,55,25,25,15,120,70,72,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"It never forgets any attack it endured while in the cocoon. After evolution, it seeks payback."
321,269,Dustox,Pudox,ドクケイル (Dokucale),3,0,0,0,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385,60,50,70,50,90,65,45,70,173,Medium Fast,1,Bug,,50.0,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
322,270,Lotad,Loturzel,ハスボー (Hassboh),3,0,0,0,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220,40,30,30,40,50,30,255,70,44,Medium Slow,2,Grass,Water 1,50.0,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,"It looks like an aquatic plant and serves as a ferry to Pokémon that can’t swim."
323,271,Lombre,Lombrero,ハスブレロ (Hasubrero),3,0,0,0,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340,60,50,50,60,70,50,120,70,119,Medium Slow,2,Grass,Water 1,50.0,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,"It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."
324,272,Ludicolo,Kappalores,ルンパッパ (Runpappa),3,0,0,0,Carefree Pokémon,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480,80,70,70,90,100,70,45,70,216,Medium Slow,2,Grass,Water 1,50.0,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
325,273,Seedot,Samurzel,タネボー (Taneboh),3,0,0,0,Acorn Pokémon,1,Grass,,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,220,40,40,50,30,30,30,255,70,44,Medium Slow,2,Field,Grass,50.0,15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon."
326,274,Nuzleaf,Blanas,コノハナ (Konohana),3,0,0,0,Wily Pokémon,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,340,70,70,40,60,40,60,120,70,119,Medium Slow,2,Field,Grass,50.0,15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,"The sound of its grass flute makes its listeners uneasy. It lives deep in forests."
327,275,Shiftry,Tengulist,ダーテング (Dirteng),3,0,0,0,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480,90,100,60,90,60,80,45,70,216,Medium Slow,2,Field,Grass,50.0,15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
328,276,Taillow,Schwalbini,スバメ (Subame),3,0,0,0,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270,40,55,30,30,30,85,200,70,54,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates."
329,277,Swellow,Schwalboss,オオスバメ (Ohsubame),3,0,0,0,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455,60,85,60,75,50,125,45,70,159,Medium Slow,1,Flying,,50.0,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey."
330,278,Wingull,Wingull,キャモメ (Camome),3,0,0,0,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270,40,30,30,55,30,85,190,70,54,Medium Fast,2,Flying,Water 1,50.0,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill."
331,279,Pelipper,Pelipper,ペリッパー (Pelipper),3,0,0,0,Water Bird Pokémon,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,440,60,50,100,95,70,65,45,70,154,Medium Fast,2,Flying,Water 1,50.0,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill."
332,280,Ralts,Trasla,ラルトス (Ralts),3,0,0,0,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198,28,25,25,45,35,40,235,35,40,Slow,2,Amorphous,Human-Like,50.0,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
333,281,Kirlia,Kirlia,キルリア (Kirlia),3,0,0,0,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278,38,35,35,65,55,50,120,35,97,Slow,2,Amorphous,Human-Like,50.0,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,"If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about."
334,282,Gardevoir,Guardevoir,サーナイト (Sirnight),3,0,0,0,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518,68,65,65,125,115,80,45,35,233,Slow,2,Amorphous,Human-Like,50.0,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,"To protect its Trainer, it will expend all its psychic power to create a small black hole."
336,283,Surskit,Gehweiher,アメタマ (Ametama),3,0,0,0,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269,40,30,32,50,52,65,200,70,54,Medium Fast,2,Bug,Water 1,50.0,15,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,"It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head."
337,284,Masquerain,Maskeregen,アメモース (Amemoth),3,0,0,0,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454,70,60,62,100,82,80,75,70,159,Medium Fast,2,Bug,Water 1,50.0,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,"Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction."
338,285,Shroomish,Knilz,キノココ (Kinococo),3,0,0,0,Mushroom Pokémon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295,60,40,60,40,60,35,255,70,59,Fluctuating,2,Fairy,Grass,50.0,15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"It spouts poison spores from the top of its head. These spores cause pain all over if inhaled."
339,286,Breloom,Kapilz,キノガッサ (Kinogassa),3,0,0,0,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460,60,130,80,60,60,70,90,70,161,Fluctuating,2,Fairy,Grass,50.0,15,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,"Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers."
340,287,Slakoth,Bummelz,ナマケロ (Namakero),3,0,0,0,Slacker Pokémon,1,Normal,,0.8,24.0,1,Truant,,,280,60,60,60,35,35,30,255,70,56,Slow,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy."
341,288,Vigoroth,Muntier,ヤルキモノ (Yarukimono),3,0,0,0,Wild Monkey Pokémon,1,Normal,,1.4,46.5,1,Vital Spirit,,,440,80,80,80,55,55,90,120,70,154,Slow,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"Its heart beats at a tenfold tempo, so it cannot sit still for even a moment."
342,289,Slaking,Letarking,ケッキング (Kekking),3,0,0,0,Lazy Pokémon,1,Normal,,2.0,130.5,1,Truant,,,670,150,160,100,95,65,100,45,70,252,Slow,1,Field,,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"The world’s laziest Pokémon. When it is lounging, it is actually saving energy for striking back."
343,290,Nincada,Nincada,ツチニン (Tutinin),3,0,0,0,Trainee Pokémon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,266,31,45,90,30,30,40,255,70,53,Erratic,1,Bug,,50.0,15,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,"It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."
344,291,Ninjask,Ninjask,テッカニン (Tekkanin),3,0,0,0,Ninja Pokémon,2,Bug,Flying,0.8,12.0,2,Speed Boost,,Infiltrator,456,61,90,45,50,50,160,120,70,160,Erratic,1,Bug,,50.0,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,"Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap."
345,292,Shedinja,Ninjatom,ヌケニン (Nukenin),3,0,0,0,Shed Pokémon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,236,1,90,45,30,30,40,45,70,83,Erratic,1,Mineral,,,15,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,"A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit."
346,293,Whismur,Flurmel,ゴニョニョ (Gonyonyo),3,0,0,0,Whisper Pokémon,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,240,64,51,23,51,23,28,190,70,48,Medium Slow,2,Field,Monster,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane."
347,294,Loudred,Krakeelo,ドゴーム (Dogohmb),3,0,0,0,Big Voice Pokémon,1,Normal,,1.0,40.5,2,Soundproof,,Scrappy,360,84,71,43,71,43,48,120,70,126,Medium Slow,2,Field,Monster,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"The shock waves from its cries can tip over trucks. It stamps its feet to power up."
348,295,Exploud,Krawumms,バクオング (Bakuong),3,0,0,0,Loud Noise Pokémon,1,Normal,,1.5,84.0,2,Soundproof,,Scrappy,490,104,91,63,91,73,68,45,70,221,Medium Slow,2,Field,Monster,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body."
349,296,Makuhita,Makuhita,マクノシタ (Makunoshita),3,0,0,0,Guts Pokémon,1,Fighting,,1.0,86.4,3,Thick Fat,Guts,Sheer Force,237,72,60,30,20,30,25,180,70,47,Fluctuating,1,Human-Like,,75.0,20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest."
350,297,Hariyama,Hariyama,ハリテヤマ (Hariteyama),3,0,0,0,Arm Thrust Pokémon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,200,70,166,Fluctuating,1,Human-Like,,75.0,20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"It loves to match power with big-bodied Pokémon. It can knock a truck flying with its arm thrusts."
351,298,Azurill,Azurill,ルリリ (Ruriri),3,0,0,0,Polka Dot Pokémon,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190,50,20,40,20,40,20,150,70,38,Fast,1,Undiscovered,,25.0,10,1,0.5,1,1,1,0.5,1,2,1,1,1,0.5,1,0,0,0.5,2,1,"Its tail bounces like a rubber ball. It flings that tail around to fight opponents bigger than itself."
352,299,Nosepass,Nasgnet,ノズパス (Nosepass),3,0,0,0,Compass Pokémon,1,Rock,,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375,30,45,135,45,90,30,255,70,75,Medium Fast,1,Mineral,,50.0,20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"When endangered, it may protect itself by raising its magnetism and drawing iron objects to its body."
353,300,Skitty,Eneco,エネコ (Eneco),3,0,0,0,Kitten Pokémon,1,Normal,,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,255,70,52,Fast,2,Fairy,Field,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"It can’t stop itself from chasing moving things, and it runs in a circle, chasing its own tail."
354,301,Delcatty,Enekoro,エネコロロ (Enekororo),3,0,0,0,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,60,70,140,Fast,2,Fairy,Field,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"It is highly popular among female Trainers for its sublime fur. It does not keep a nest."
355,302,Sableye,Zobiris,ヤミラミ (Yamirami),3,0,0,0,Darkness Pokémon,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,45,35,133,Medium Slow,1,Human-Like,,50.0,25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,"It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones."
357,303,Mawile,Flunkifer,クチート (Kucheat),3,0,0,0,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,45,70,133,Fast,2,Fairy,Field,50.0,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,"Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams."
359,304,Aron,Stollunior,ココドラ (Cokodora),3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,180,35,66,Slow,1,Monster,,50.0,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,"It usually lives deep in mountains. However, hunger may drive it to eat railroad tracks and cars."
360,305,Lairon,Stollrak,コドラ (Kodora),3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90,35,151,Slow,1,Monster,,50.0,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,"For food, it digs up iron ore. It smashes its steely body against others to fight over territory."
361,306,Aggron,Stolloss,ボスゴドラ (Bossgodora),3,0,0,0,Iron Armor Pokémon,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45,35,239,Slow,1,Monster,,50.0,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
